date,geography_name,geography_code,school_type_group,Institution,characteristic_type,Characteristic,Students at end of 16-18 study,Number of level 3 students,Number of A level students,Number of academic students,Number of applied general students,Number of tech level students,APS per A level entry,Average A level result,APS per academic entry,Average academic result,APS per applied general entry,Average applied general result,APS per tech level entry,Average tech level result,% achieving ≥ 2 substantial level 3 results,% achieving ≥ 2 A levels,% achieving ≥ 2 academic results,Number of students entered for ≥ 1 A level or applied A level,APS per 'Best 3' entries,APS per 'Best 3' entries (grade),% achieving 3 A* to A,% achieving ≥ AAB,Number of students entered for ≥ 1 A level,% achieving ≥ AAB for a minimum of 2 facilitating A levels,Number of students entered for any level 3 vocational (excluding applied generals),% level 3 vocational students (excluding applied generals) who entered tech levels,Number of students entered for any level 3 vocational (excluding tech levels),% level 3 vocational students (excluding tech levels) who entered applied general,Number of students with level 2 as highest entry,% level 2 students entered for technical certificate,Number of technical certificate students,APS per entry technical certificate students,Average technical certificate result
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total EHC plans and statements of SEN,199,22,17,17,10,1,41,B,40.9926,B,33.9,Dist,35,Dist,77.273,76.471,76.471,12,39.1667,B,8.333,33.333,12,16.667,22,4.545,29,34.483,50,0,0,NA,NA
2019/20,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total EHC plans and statements of SEN,195,26,14,14,13,3,33.9655,C+,34.0532,C+,27.4444,Merit+,33.3333,Dist-,65.385,71.429,71.429,9,28.1481,C-,0,22.222,9,0,16,18.75,26,53.846,15,6.667,1,5,L2Pass
2019/20,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total EHC plans and statements of SEN,115,8,7,7,0,1,32.9412,C+,32.9412,C+,NA,NA,15,Pass,75,85.714,85.714,7,26.6667,C-,14.286,14.286,7,0,12,8.333,11,0,22,4.545,1,6,L2Merit
2019/20,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total EHC plans and statements of SEN,164,12,7,8,5,1,37.3684,B-,36.4851,B-,32.8947,Dist-,20,Merit-,75,85.714,75,6,37.7778,B-,16.667,16.667,6,16.667,5,20,9,55.556,14,0,0,NA,NA
2020/21,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total EHC plans and statements of SEN,25,3,2,2,3,0,46.6667,A-,46.6667,A-,37,Dist+,NA,NA,100,50,50,0,NA,NA,NA,NA,0,NA,5,0,8,37.5,2,0,0,NA,NA
2020/21,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total EHC plans and statements of SEN,43,13,10,10,4,1,40.1961,B,40.3101,B,35.2857,Dist,40,Dist+,84.615,80,80,8,37.5,B-,12.5,25,8,12.5,8,12.5,10,40,7,0,0,NA,NA
2020/21,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total EHC plans and statements of SEN,56,9,6,6,4,0,30.7407,C,30.7407,C,40,Dist+,NA,NA,77.778,66.667,66.667,5,24.6667,D+,0,20,5,0,10,0,14,28.571,7,0,0,NA,NA
2020/21,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total EHC plans and statements of SEN,71,17,11,12,9,1,36.3333,B-,36.5574,B-,28.2432,Merit+,25,Merit,94.118,100,91.667,8,37.0833,B-,12.5,25,8,12.5,9,11.111,17,52.941,10,20,2,6,L2Merit
2020/21,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total EHC plans and statements of SEN,28,3,3,3,0,0,25.5556,C-,26.0215,C-,NA,NA,NA,NA,100,100,100,3,25.5556,C-,0,0,3,0,6,0,6,0,4,25,1,6,L2Merit
2021/22,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total EHC plans and statements of SEN,164,15,5,7,11,0,40.6667,B,40.3106,B,25.129,Merit,NA,NA,73.333,100,71.429,4,43.3333,B+,50,50,4,50,8,0,17,64.706,5,0,0,NA,NA
2021/22,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total EHC plans and statements of SEN,67,6,5,5,4,0,31.1111,C,30.8163,C,30.7143,Dist-,NA,NA,100,60,60,2,18.3333,D-,0,0,2,0,2,0,6,66.667,2,0,0,NA,NA
2021/22,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total EHC plans and statements of SEN,165,27,9,9,20,2,40,B,40,B,28.8095,Merit+,33.3333,Dist-,88.889,88.889,88.889,7,42.381,B+,14.286,42.857,7,42.857,11,18.182,29,68.966,13,0,0,NA,NA
2021/22,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total EHC plans and statements of SEN,246,27,19,19,12,5,29.0244,C,29.4076,C,32.6,Dist-,38.8095,Dist+,88.889,84.211,84.211,12,22.2222,D+,0,0,12,0,23,21.739,30,40,14,0,0,NA,NA
2021/22,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total EHC plans and statements of SEN,116,11,8,8,6,3,45.3333,A-,45.2288,A-,32,Dist-,25,Merit,90.909,62.5,62.5,5,34,C+,20,20,5,20,11,27.273,14,42.857,5,0,0,NA,NA
2017/18,Bradford,E08000032,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,2610,2116,1736,1749,827,103,29.9141,C,30.0002,C,29.4504,Merit+,31.0108,Dist-,81.096,68.491,68.268,1047,31.3467,C,8.787,15.568,1047,12.512,436,23.624,1053,78.822,68,2.941,5,5.7647,L2Merit-
2017/18,Calderdale,E08000033,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,1193,1036,962,967,233,21,29.897,C,30.0167,C,28.8857,Merit+,23.2558,Merit-,77.992,69.335,69.183,685,28.9781,C,6.715,11.971,676,9.615,205,10.244,382,60.995,35,48.571,17,6,L2Merit
2017/18,Kirklees,E08000034,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,873,817,762,764,204,44,29.8578,C,29.8688,C,27.2095,Merit+,34.2169,Dist,84.945,74.934,74.738,503,32.6972,C+,7.753,14.911,502,11.952,63,69.841,205,99.512,13,0,0,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,3137,2734,2551,2580,495,119,30.9893,C,31.0078,C,26.3963,Merit,30.6638,Dist-,76.92,71.384,70.775,1829,30.8493,C,8.967,15.91,1823,12.562,440,27.045,774,64.341,43,46.512,25,6.1259,L2Merit
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,1886,1356,1289,1289,144,33,31.51,C,31.5474,C,32.2262,Dist-,32.9412,Dist-,78.835,76.261,76.261,980,30.8027,C,8.061,13.776,976,9.119,704,4.688,815,17.669,78,30.769,24,4.5143,L2Pass-
2018/19,Bradford,E08000032,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,2728,2228,1791,1807,917,178,29.213,C,29.2659,C,29.0603,Merit+,32.1906,Dist-,83.079,72.362,71.887,1106,30.3225,C,6.148,11.664,1106,9.403,302,58.94,994,92.958,72,0,0,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,1072,909,789,792,268,38,32.2147,C+,32.2645,C+,28.4115,Merit+,32.5207,Dist-,84.708,76.172,76.01,562,30.9846,C,9.786,16.014,562,12.278,80,47.5,296,90.541,27,0,0,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,767,688,582,585,218,22,30.1704,C,30.2466,C,29.5703,Merit+,30.2778,Dist-,84.302,75.258,74.872,422,31.0269,C,9.005,14.218,422,11.374,42,52.381,221,98.643,5,0,0,NA,NA
2018/19,Leeds,E08000035,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,3244,2731,2511,2541,696,183,31.2729,C,31.4009,C,26.5669,Merit,32.4152,Dist-,85.134,76.424,75.561,1758,31.1547,C,8.419,14.96,1758,11.149,356,51.404,851,84.136,52,15.385,8,5.9884,L2Merit
2018/19,Wakefield,E08000036,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,1820,1185,1113,1124,74,42,34.5332,C+,34.5659,C+,26.7021,Merit+,36.5982,Dist,80.759,79.605,78.826,964,31.0615,C,7.158,14.315,964,8.817,667,6.297,697,10.617,114,0,0,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,1063,801,690,697,361,4,38.6093,B,38.5033,B,34.8246,Dist,42.5,Dist*-,97.004,80.58,79.914,426,38.8654,B,20.892,31.221,426,23.474,29,13.793,376,96.011,13,0,0,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,748,667,585,586,234,32,33.6798,C+,33.7832,C+,32.3715,Dist-,35.4,Dist,95.502,85.641,85.495,418,33.8357,C+,12.201,20.096,418,16.268,55,58.182,250,93.6,6,0,0,NA,NA
2019/20,Leeds,E08000035,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,3198,2702,2478,2518,705,165,37.1845,B-,37.1861,B-,30.3134,Dist-,36.6686,Dist,93.19,87.046,85.743,1856,36.9235,B-,18.373,28.125,1856,20.474,331,49.849,858,83.683,46,28.261,13,5.7273,L2Merit-
2019/20,Wakefield,E08000036,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,1750,1158,1059,1070,161,26,39.2527,B,39.2843,B,30.6501,Dist-,39.1026,Dist+,84.283,83.097,82.243,966,33.1263,C+,11.284,20.497,966,11.801,721,3.606,818,19.682,94,3.191,3,7.5,L2Dist*-
2019/20,Bradford,E08000032,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,2472,2072,1575,1593,965,192,36.5832,B-,36.3967,B-,33.7259,Dist,35.7807,Dist,91.988,77.397,76.585,994,38.0785,B-,18.008,28.571,994,22.435,306,62.745,1033,94.288,55,0,0,NA,NA
2020/21,Calderdale,E08000033,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,912,825,705,717,381,5,40.1066,B,40.0827,B,36.7102,Dist+,42.0833,Dist*-,97.939,83.121,81.729,440,41.1439,B,27.273,42.273,440,30.909,15,33.333,390,97.692,0,NA,0,NA,NA
2020/21,Kirklees,E08000034,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,731,646,566,569,264,27,37.2058,B-,37.3,B-,34.3362,Dist,33.4694,Dist,98.607,82.155,81.722,369,38.2114,B-,21.951,32.52,369,25.203,44,61.364,275,96,6,0,0,NA,NA
2020/21,Bradford,E08000032,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,2346,1992,1604,1619,925,111,39.3981,B,39.3857,B,34.9826,Dist,33.481,Dist,92.922,81.234,80.482,1024,39.541,B,23.828,35.156,1024,26.758,395,28.101,1155,80.606,44,4.545,2,6,L2Merit
2020/21,Leeds,E08000035,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,2861,2509,2317,2349,749,193,40.214,B,40.1207,B,33.8507,Dist,36.8082,Dist+,97.25,88.433,87.229,1637,41.5211,B,27.734,41.356,1637,28.283,262,73.664,802,94.14,27,40.741,11,6.7727,L2Dist-
2020/21,Wakefield,E08000036,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,1698,1199,1098,1109,199,43,40.0986,B,40.1042,B,33.6997,Dist,34.6885,Dist,84.237,81.056,80.252,968,33.7775,C+,14.566,23.657,968,12.5,715,6.014,830,24.578,32,0,0,NA,NA
2021/22,Bradford,E08000032,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,2743,2447,1788,1808,1400,215,36.5026,B-,36.449,B-,33.8526,Dist,33.45,Dist,98.079,78.244,77.378,992,38.2728,B-,18.246,29.637,992,20.968,272,79.044,1434,97.768,6,0,0,NA,NA
2021/22,Calderdale,E08000033,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,943,856,739,748,406,7,36.7311,B-,36.6127,B-,33.845,Dist,40,Dist+,99.299,80.92,79.947,450,37.7037,B-,18.222,30.444,450,20.667,8,87.5,406,100,0,NA,0,NA,NA
2021/22,Kirklees,E08000034,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,738,667,610,610,225,24,34.5572,C+,34.6215,C+,32.2596,Dist-,34.6512,Dist,97.451,83.279,83.279,426,35.2582,B-,14.319,24.178,426,18.075,42,57.143,241,93.361,0,NA,0,NA,NA
2021/22,Leeds,E08000035,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,2882,2551,2364,2373,838,183,36.1274,B-,36.1739,B-,32.6106,Dist-,36.9231,Dist+,98.902,86.125,85.799,1618,37.1858,B-,16.811,26.329,1618,17.553,220,83.182,869,96.433,0,NA,0,NA,NA
2021/22,Wakefield,E08000036,State-funded institutions,All state-funded schools,SEN Provision,Total No identified SEN,1792,1488,1201,1201,639,142,39.7734,B,39.7863,B,36.6775,Dist+,34.9485,Dist,95.699,80.433,80.433,795,38.021,B-,16.981,29.182,795,15.723,293,48.464,778,82.134,3,0,0,NA,NA
2017/18,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,4222,2259,1811,1835,861,136,29.4017,C,29.4754,C,29.4215,Merit+,30.6042,Dist-,79.77,69.188,68.556,1122,30.6001,C,8.2,14.617,1121,11.686,1014,13.412,1630,53.006,650,35.692,230,5.2828,L2Pass+
2017/18,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,1812,1096,962,967,246,77,29.8819,C,30.0017,C,28.552,Merit+,28.9168,Merit+,75.547,69.335,69.183,692,28.7331,C,6.647,11.85,683,9.517,454,16.96,593,42.159,289,46.021,138,5.8835,L2Merit
2017/18,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,4349,2415,2317,2332,288,44,33.9691,C+,33.9662,C+,26.829,Merit+,34.2169,Dist,82.774,80.363,79.846,1893,33.5394,C+,11.992,20.444,1891,14.595,1248,3.526,1430,20.14,900,37.778,383,5.7344,L2Merit-
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,6573,3736,3382,3411,748,170,30.9417,C,30.9924,C,27.7678,Merit+,30.1435,Dist-,76.419,72.147,71.68,2480,30.6048,C,9.032,15.444,2456,11.564,1332,12.763,1853,40.961,939,36.954,364,5.8463,L2Merit
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,3383,1639,1461,1463,167,148,30.3315,C,30.3793,C,30.8221,Dist-,33.939,Dist,77.547,74.401,74.299,1090,30.0795,C,7.339,12.477,1086,8.195,1256,11.783,1274,13.108,573,40.314,227,5.5886,L2Merit-
2018/19,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,4027,2452,1873,1895,998,259,28.4893,C,28.5452,C,29.2481,Merit+,29.3238,Merit+,81.77,73.198,72.507,1201,29.2728,C,5.662,10.741,1201,8.659,705,36.738,1385,72.563,504,4.365,30,5.9924,L2Merit
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,1655,975,787,790,285,93,32.1968,C+,32.247,C+,28.094,Merit+,34.6003,Dist,83.385,76.366,76.203,564,30.922,C,9.752,15.957,564,12.234,310,30,489,58.282,258,0.388,1,6.5,L2Dist-
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,4404,2334,2146,2155,361,47,35.3545,B-,35.4105,B-,28.8573,Merit+,38.9848,Dist+,85.861,83.318,82.97,1849,33.2811,C+,11.952,21.092,1849,15.738,1341,3.505,1580,22.848,746,1.072,9,6.25,L2Merit+
2018/19,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,7025,3965,3262,3297,1123,342,31.2465,C,31.3758,C,26.2369,Merit,31.6056,Dist-,79.647,75.322,74.553,2386,30.278,C,8.131,14.376,2386,10.31,1390,24.604,2077,55.031,1141,7.625,96,5.5967,L2Merit-
2018/19,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,3317,1509,1253,1265,131,188,33.1165,C+,33.1618,C+,25.5995,Merit,34.6101,Dist,77.402,80.447,79.684,1096,30.2007,C,6.478,13.047,1096,8.029,1264,14.873,1200,10.917,561,3.922,24,5.5,L2Merit-
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,1547,861,690,694,377,51,38.6093,B,38.5033,B,34.9534,Dist,39.6825,Dist+,95.587,80.58,80.259,433,38.7221,B,20.554,30.716,433,23.095,223,22.87,538,70.074,192,6.25,12,5,L2Pass
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,4458,2370,2183,2184,452,65,38.9093,B,38.9673,B,32.5977,Dist-,37.2,Dist+,90.928,88.273,88.233,1872,36.5313,B-,18.483,28.739,1872,20.513,1280,5.078,1585,28.517,793,0.126,1,6.5,L2Dist-
2019/20,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,7173,4133,3271,3349,1299,351,36.4836,B-,36.4781,B-,28.6109,Merit+,31.4087,Dist-,83.789,82.666,80.83,2439,35.7906,B-,16.892,26.404,2439,18.327,1474,23.813,2219,59.126,872,9.404,82,5.5465,L2Merit-
2019/20,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,3052,1375,1113,1124,185,169,38.9014,B,38.9323,B,29.2605,Merit+,32.5763,Dist-,81.964,84.007,83.185,1022,33.0855,C+,11.155,20.352,1022,11.448,1217,13.887,1192,15.52,513,7.602,45,5.9395,L2Merit
2019/20,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,3979,2370,1652,1685,1048,332,35.8494,B-,35.6916,B-,33.5916,Dist,31.0168,Dist-,88.27,78.269,76.795,1077,36.9359,B-,16.713,26.555,1077,20.891,710,46.761,1378,76.705,502,5.976,31,5.7741,L2Merit-
2020/21,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,1321,895,706,718,394,61,40.1008,B,40.0771,B,36.9054,Dist+,37.4086,Dist+,96.313,83.003,81.616,441,41.0733,B,27.211,42.177,441,30.839,172,35.465,501,78.643,94,1.064,1,5,L2Pass
2020/21,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,3597,2411,2214,2217,519,58,39.7991,B,39.8745,B,34.0574,Dist,38.6831,Dist+,91.622,87.85,87.731,1855,37.7826,B-,21.348,32.345,1855,22.21,1028,5.642,1384,37.5,179,3.911,8,7.125,L2Dist
2020/21,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,3255,2218,1654,1695,1014,197,38.9884,B,38.9477,B,35.0423,Dist,29.7781,Merit+,91.118,81.681,79.705,1076,38.9436,B,22.77,33.55,1076,25.558,690,28.551,1450,70.345,212,7.547,16,5.3258,L2Pass+
2020/21,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,5782,3746,3125,3166,1229,355,39.7131,B,39.672,B,32.5545,Dist-,31.9757,Dist-,93.486,86.336,85.25,2196,40.9487,B,26.412,39.663,2196,26.548,1075,33.023,1893,65.504,426,8.216,35,5.9615,L2Merit
2020/21,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,2494,1430,1196,1205,270,141,39.254,B,39.2654,B,31.7354,Dist-,31.5646,Dist-,85.175,82.441,81.826,1037,33.5069,C+,13.983,22.951,1037,12.054,1044,13.602,1129,24.358,165,10.909,18,5.6667,L2Merit-
2021/22,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,4041,2727,1819,1842,1524,349,36.1933,B-,36.143,B-,32.9191,Dist-,28.1058,Merit+,95.856,77.68,76.71,1011,37.8767,B-,17.903,29.08,1011,20.574,595,58.655,1747,87.35,86,10.465,9,5.8182,L2Merit-
2021/22,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,1497,926,739,748,434,49,36.7311,B-,36.6127,B-,34.1589,Dist,34.7015,Dist,99.352,80.92,79.947,450,37.7037,B-,18.222,30.444,450,20.667,140,35,524,82.824,34,0,0,NA,NA
2021/22,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,4259,3088,2388,2390,1198,126,38.2616,B-,38.332,B-,33.5369,Dist,33.8663,Dist,96.665,86.893,86.82,1797,38.9742,B,21.146,33.667,1797,24.374,312,40.385,1368,87.573,158,3.797,6,7.1667,L2Dist
2021/22,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,7184,4188,3255,3270,1519,566,35.8541,B-,35.8951,B-,31.8375,Dist-,30.2784,Dist-,94.938,84.731,84.343,2212,36.7917,B-,16.32,26.311,2212,17.134,1247,45.389,2201,69.832,209,3.828,8,5.8077,L2Merit-
2021/22,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,SEN Provision,Total No identified SEN,2982,1784,1302,1302,766,241,38.7115,B,38.7308,B,34.2071,Dist,33.5206,Dist,95.011,81.72,81.72,870,37.0345,B-,15.862,27.241,870,14.828,581,41.48,1093,70.082,71,4.225,3,6.4,L2Merit+
2017/18,Bradford,E08000032,State-funded institutions,All state-funded schools,SEN Provision,Total SEN support,253,125,104,104,42,3,28.9079,C,28.9619,C,28.2229,Merit+,28.75,Merit+,68,57.692,57.692,60,30.0556,C,6.667,20,60,15,31,9.677,65,64.615,35,2.857,4,5.7333,L2Merit-
2017/18,Calderdale,E08000033,State-funded institutions,All state-funded schools,SEN Provision,Total SEN support,114,85,78,79,26,6,26.2952,C-,26.2832,C-,27.8667,Merit+,28.3333,Merit+,75.294,60.256,59.494,48,23.2639,D+,2.083,2.083,48,2.083,32,18.75,48,54.167,2,0,0,NA,NA
2017/18,Kirklees,E08000034,State-funded institutions,All state-funded schools,SEN Provision,Total SEN support,22,14,12,12,6,0,22.8358,D+,23.0499,D+,27.5652,Merit+,NA,NA,85.714,75,75,8,25.4167,C-,0,12.5,8,12.5,0,NA,6,100,1,0,0,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,SEN Provision,Total SEN support,188,128,111,111,32,13,30.3748,C,30.3552,C,25.2816,Merit,32.963,Dist-,75,65.766,65.766,73,28.9041,C,8.219,13.699,73,12.329,27,48.148,43,74.419,10,60,6,6.1111,L2Merit
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,SEN Provision,Total SEN support,120,60,57,57,7,2,29.5876,C,29.5723,C,35.2083,Dist,36.9231,Dist+,70,71.93,71.93,43,26.6667,C-,4.651,9.302,42,7.143,48,4.167,54,12.963,6,33.333,2,4.3333,L1Dist+
2018/19,Bradford,E08000032,State-funded institutions,All state-funded schools,SEN Provision,Total SEN support,215,126,82,83,65,19,28.9796,C,29.1459,C,30.3408,Dist-,26.4762,Merit,84.127,69.512,68.675,52,29.4872,C,5.769,9.615,52,7.692,36,52.778,73,89.041,27,0,0,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,SEN Provision,Total SEN support,97,73,63,63,21,4,28.7097,C,28.7108,C,22.8525,Merit-,22.5,Merit-,79.452,71.429,71.429,45,26.3704,C-,2.222,2.222,45,0,8,50,24,87.5,6,0,0,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,SEN Provision,Total SEN support,32,22,14,14,11,0,29.1549,C,29.0437,C,28.8462,Merit+,NA,NA,77.273,85.714,85.714,10,29.3333,C,0,20,10,10,4,0,13,84.615,2,0,0,NA,NA
2018/19,Leeds,E08000035,State-funded institutions,All state-funded schools,SEN Provision,Total SEN support,177,99,87,87,24,6,29.5276,C,29.755,C,26.3611,Merit,29.375,Merit+,68.687,62.069,62.069,54,29.6296,C,7.407,11.111,54,11.111,14,42.857,32,78.125,17,23.529,4,6.1905,L2Merit+
2018/19,Wakefield,E08000036,State-funded institutions,All state-funded schools,SEN Provision,Total SEN support,112,56,53,53,5,3,32.2973,C+,32.2515,C+,24.6667,Merit,46.6667,Dist*-,64.286,58.491,58.491,43,25.6589,C-,4.651,4.651,43,2.326,46,6.522,48,10.417,13,0,0,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,SEN Provision,Total SEN support,65,45,32,33,29,1,36.7939,B-,36.8082,B-,30.3929,Dist-,35,Dist,93.333,62.5,60.606,17,35.2941,B-,29.412,35.294,17,29.412,2,50,30,96.667,0,NA,0,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,SEN Provision,Total SEN support,23,16,13,14,4,1,36.3889,B-,35.8967,B-,27.5,Merit+,18.3333,Pass+,93.75,92.308,85.714,11,31.2121,C,18.182,18.182,11,18.182,3,33.333,6,66.667,1,0,0,NA,NA
2019/20,Leeds,E08000035,State-funded institutions,All state-funded schools,SEN Provision,Total SEN support,153,95,85,86,29,6,35.5528,B-,35.4648,B-,30.4951,Dist-,34.2857,Dist,92.632,78.824,77.907,60,33.2778,C+,15,25,60,16.667,15,40,39,76.923,16,37.5,6,5.6522,L2Merit-
2019/20,Wakefield,E08000036,State-funded institutions,All state-funded schools,SEN Provision,Total SEN support,113,49,41,42,8,2,36.2245,B-,36.2475,B-,28,Merit+,50,Dist*,77.551,80.488,78.571,39,29.0598,C,5.128,10.256,39,7.692,50,4,53,15.094,17,0,0,NA,NA
