date,new_la_code,la_name,geography_code,geography_name,apprenticeships_or_further_education,level_or_type,age_group,starts,participation,achievements,starts_rate_per_100000_population,participation_rate_per_100000_population,achievements_rate_per_100000_population
2018/19,,,E08000035,Leeds,Education and training,Education and training: Total,Total,NA,18580,15780,NA,3795,3224
2018/19,,,E08000035,Leeds,Education and training,Education and training: Total,19-24,NA,3970,3290,NA,4236,3512
2018/19,,,E08000035,Leeds,Education and training,Education and training: Total,25+,NA,14600,12490,NA,3690,3155
2018/19,,,E08000035,Leeds,Education and training,Education and training: Level 2,Total,NA,8450,6700,NA,1726,1369
2018/19,,,E08000035,Leeds,Education and training,Education and training: Level 2,19-24,NA,1750,1330,NA,1868,1421
2018/19,,,E08000035,Leeds,Education and training,Education and training: Level 2,25+,NA,6700,5370,NA,1692,1356
2018/19,,,E08000035,Leeds,Education and training,Education and training: Level 3,Total,NA,1900,1210,NA,389,248
2018/19,,,E08000035,Leeds,Education and training,Education and training: Level 3,19-24,NA,790,540,NA,847,570
2018/19,,,E08000035,Leeds,Education and training,Education and training: Level 3,25+,NA,1110,680,NA,280,172
2018/19,,,E08000035,Leeds,Education and training,Education and training: Below Level 2 (excluding Basic Skills),Total,NA,7550,6880,NA,1542,1406
2018/19,,,E08000035,Leeds,Education and training,Education and training: Below Level 2 (excluding Basic Skills),19-24,NA,1690,1530,NA,1806,1631
2018/19,,,E08000035,Leeds,Education and training,Education and training: Below Level 2 (excluding Basic Skills),25+,NA,5850,5350,NA,1479,1352
2018/19,,,E08000035,Leeds,Education and training,Education and training: Basic Skills,Total,NA,6620,5380,NA,1351,1098
2018/19,,,E08000035,Leeds,Education and training,Education and training: Basic Skills,19-24,NA,1420,1100,NA,1512,1169
2018/19,,,E08000035,Leeds,Education and training,Education and training: Basic Skills,25+,NA,5200,4280,NA,1313,1081
2018/19,,,E08000035,Leeds,Education and training,Education and training: Level 4+,Total,NA,240,90,NA,49,17
2018/19,,,E08000035,Leeds,Education and training,Education and training: Level 4+,19-24,NA,60,30,NA,65,31
2018/19,,,E08000035,Leeds,Education and training,Education and training: Level 4+,25+,NA,180,60,NA,46,14
2018/19,,,E08000035,Leeds,Education and training,Education and training: Full Level 2,Total,NA,480,320,NA,98,65
2018/19,,,E08000035,Leeds,Education and training,Education and training: Full Level 2,19-24,NA,140,90,NA,152,91
2018/19,,,E08000035,Leeds,Education and training,Education and training: Full Level 2,25+,NA,340,230,NA,85,59
2018/19,,,E08000035,Leeds,Education and training,Education and training: Full Level 3,Total,NA,900,620,NA,184,126
2018/19,,,E08000035,Leeds,Education and training,Education and training: Full Level 3,19-24,NA,540,390,NA,580,413
2018/19,,,E08000035,Leeds,Education and training,Education and training: Full Level 3,25+,NA,360,230,NA,90,58
2018/19,,,E08000035,Leeds,Education and training,Education and training: No Level Assigned,Total,NA,790,750,NA,161,152
2018/19,,,E08000035,Leeds,Education and training,Education and training: No Level Assigned,19-24,NA,230,190,NA,243,199
2018/19,,,E08000035,Leeds,Education and training,Education and training: No Level Assigned,25+,NA,560,560,NA,142,141
2018/19,,,E08000035,Leeds,Community Learning,Community learning: Total,Total,NA,8540,7190,NA,1661,1397
2018/19,,,E08000035,Leeds,Community Learning,Community learning: Total,Under 19,NA,30,20,NA,101,93
2018/19,,,E08000035,Leeds,Community Learning,Community learning: Total,19-24,NA,820,750,NA,877,799
2018/19,,,E08000035,Leeds,Community Learning,Community learning: Total,25+,NA,7700,6420,NA,1945,1621
2018/19,,,E08000035,Leeds,Community Learning,Community learning: Personal and community development learning,Total,NA,5980,4790,NA,1162,932
2018/19,,,E08000035,Leeds,Community Learning,Community learning: Personal and community development learning,Under 19,NA,10,10,NA,40,36
2018/19,,,E08000035,Leeds,Community Learning,Community learning: Personal and community development learning,19-24,NA,460,410,NA,492,436
2018/19,,,E08000035,Leeds,Community Learning,Community learning: Personal and community development learning,25+,NA,5510,4380,NA,1391,1105
2018/19,,,E08000035,Leeds,Community Learning,Community learning: Family english maths and language,Total,NA,640,590,NA,125,114
2018/19,,,E08000035,Leeds,Community Learning,Community learning: Family english maths and language,Under 19,NA,low,low,NA,low,low
2018/19,,,E08000035,Leeds,Community Learning,Community learning: Family english maths and language,19-24,NA,50,40,NA,51,45
2018/19,,,E08000035,Leeds,Community Learning,Community learning: Family english maths and language,25+,NA,590,540,NA,150,137
2018/19,,,E08000035,Leeds,Community Learning,Community learning: Wider family learning,Total,NA,290,270,NA,55,53
2018/19,,,E08000035,Leeds,Community Learning,Community learning: Wider family learning,19-24,NA,20,20,NA,20,20
2018/19,,,E08000035,Leeds,Community Learning,Community learning: Wider family learning,25+,NA,270,250,NA,67,64
2018/19,,,E08000035,Leeds,Community Learning,Community learning: Neighbourhood learning in deprived communities,Total,NA,2300,2130,NA,448,415
2018/19,,,E08000035,Leeds,Community Learning,Community learning: Neighbourhood learning in deprived communities,Under 19,NA,10,10,NA,56,52
2018/19,,,E08000035,Leeds,Community Learning,Community learning: Neighbourhood learning in deprived communities,19-24,NA,360,340,NA,381,357
2018/19,,,E08000035,Leeds,Community Learning,Community learning: Neighbourhood learning in deprived communities,25+,NA,1930,1790,NA,488,451
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Total,Total,NA,12810,8410,NA,6303,4136
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Total,19-24,NA,3260,1920,NA,15370,9059
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Total,25+,NA,9550,6490,NA,5246,3562
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Level 2,Total,NA,4990,3270,NA,2453,1606
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Level 2,19-24,NA,1270,720,NA,5986,3394
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Level 2,25+,NA,3720,2550,NA,2041,1398
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Level 3,Total,NA,3090,1030,NA,1520,506
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Level 3,19-24,NA,1320,500,NA,6217,2352
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Level 3,25+,NA,1770,530,NA,973,291
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),Total,NA,2250,2060,NA,1104,1013
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),19-24,NA,480,440,NA,2262,2060
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),25+,NA,1770,1620,NA,969,891
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Basic Skills,Total,NA,3480,1960,NA,1713,963
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Basic Skills,19-24,NA,730,380,NA,3455,1782
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Basic Skills,25+,NA,2750,1580,NA,1510,868
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Level 4+,Total,NA,1030,120,NA,505,61
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Level 4+,19-24,NA,280,40,NA,1310,189
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Level 4+,25+,NA,750,80,NA,411,46
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Full Level 2,Total,NA,1670,650,NA,820,320
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Full Level 2,19-24,NA,710,290,NA,3323,1372
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Full Level 2,25+,NA,960,360,NA,528,197
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Full Level 3,Total,NA,2620,810,NA,1289,398
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Full Level 3,19-24,NA,1240,450,NA,5844,2121
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: Full Level 3,25+,NA,1380,360,NA,758,198
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: No Level Assigned,Total,NA,2300,1910,NA,1129,940
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: No Level Assigned,19-24,NA,230,190,NA,1103,914
2018/19,,,E08000036,Wakefield,Further education and skills,Further education and skills: No Level Assigned,25+,NA,2060,1720,NA,1132,944
2018/19,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Total,Total,3240,5830,1430,1515,2723,668
2018/19,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Total,Under 19,730,1190,450,6740,11101,4221
2018/19,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Total,19-24,880,1930,430,4157,9096,2041
2018/19,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Total,25+,1640,2700,540,898,1485,298
2018/19,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Intermediate,Total,1150,2140,680,537,997,317
2018/19,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Intermediate,Under 19,360,650,260,3328,6080,2417
2018/19,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Intermediate,19-24,300,660,180,1409,3115,858
2018/19,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Intermediate,25+,490,820,240,270,450,130
2018/19,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Higher,Total,650,980,90,302,457,43
2018/19,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Higher,Under 19,40,50,10,353,474,65
2018/19,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Higher,19-24,150,260,30,688,1230,151
2018/19,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Higher,25+,460,670,50,254,366,30
2018/19,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Advanced,Total,1450,2830,660,676,1322,308
2018/19,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Advanced,Under 19,330,530,190,3059,4900,1739
2018/19,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Advanced,19-24,440,1060,220,2060,5001,1032
2018/19,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Advanced,25+,680,1240,250,373,682,139
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Total,Total,NA,6660,5330,NA,3275,2620
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Total,19-24,NA,1320,1030,NA,6198,4845
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Total,25+,NA,5340,4300,NA,2935,2360
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Level 2,Total,NA,3500,2740,NA,1720,1346
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Level 2,19-24,NA,590,440,NA,2800,2074
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Level 2,25+,NA,2900,2300,NA,1594,1261
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Level 3,Total,NA,820,450,NA,403,221
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Level 3,19-24,NA,280,190,NA,1320,891
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Level 3,25+,NA,540,260,NA,296,143
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Below Level 2 (excluding Basic Skills),Total,NA,2200,2030,NA,1084,997
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Below Level 2 (excluding Basic Skills),19-24,NA,450,420,NA,2126,1965
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Below Level 2 (excluding Basic Skills),25+,NA,1750,1610,NA,963,884
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Basic Skills,Total,NA,1720,1260,NA,845,619
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Basic Skills,19-24,NA,350,240,NA,1645,1150
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Basic Skills,25+,NA,1370,1010,NA,751,557
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Level 4+,Total,NA,110,30,NA,55,16
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Level 4+,19-24,NA,20,10,NA,113,38
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Level 4+,25+,NA,90,30,NA,48,14
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Full Level 2,Total,NA,190,130,NA,92,64
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Full Level 2,19-24,NA,50,20,NA,212,113
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Full Level 2,25+,NA,140,110,NA,78,58
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Full Level 3,Total,NA,320,220,NA,157,107
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Full Level 3,19-24,NA,180,130,NA,844,613
2018/19,,,E08000036,Wakefield,Education and training,Education and training: Full Level 3,25+,NA,140,90,NA,77,48
2018/19,,,E08000036,Wakefield,Education and training,Education and training: No Level Assigned,Total,NA,100,60,NA,48,30
2018/19,,,E08000036,Wakefield,Education and training,Education and training: No Level Assigned,19-24,NA,90,60,NA,429,264
2018/19,,,E08000036,Wakefield,Education and training,Education and training: No Level Assigned,25+,NA,10,10,NA,3,3
2018/19,,,E08000036,Wakefield,Community Learning,Community learning: Total,Total,NA,2210,1860,NA,1033,868
2018/19,,,E08000036,Wakefield,Community Learning,Community learning: Total,Under 19,NA,low,low,NA,low,low
2018/19,,,E08000036,Wakefield,Community Learning,Community learning: Total,19-24,NA,140,130,NA,679,632
2018/19,,,E08000036,Wakefield,Community Learning,Community learning: Total,25+,NA,2070,1720,NA,1134,946
2018/19,,,E08000036,Wakefield,Community Learning,Community learning: Personal and community development learning,Total,NA,1600,1260,NA,747,588
2018/19,,,E08000036,Wakefield,Community Learning,Community learning: Personal and community development learning,Under 19,NA,low,low,NA,low,low
2018/19,,,E08000036,Wakefield,Community Learning,Community learning: Personal and community development learning,19-24,NA,120,110,NA,556,514
2018/19,,,E08000036,Wakefield,Community Learning,Community learning: Personal and community development learning,25+,NA,1480,1150,NA,813,631
2018/19,,,E08000036,Wakefield,Community Learning,Community learning: Family english maths and language,Total,NA,210,200,NA,99,94
